club,club_short,player_id,web_name,position,expected_role,p_start,p_sub_in,p_dnp,mins_if_start,mins_if_sub,override,confidence,conflict_rule,draft_eligible,reason,sources,source_refs,api_status,api_chance_of_playing_next_round,api_chance_of_playing_this_round,api_news,api_news_added,api_club_id,api_club_short,registration_status,registration_reason,availability_status,availability_override,availability_confidence,draft_availability,availability_reason,availability_sources,availability_source_refs
Arsenal,ARS,19,Zubimendi,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,"Scout XI pivot starter; Meerkat prefers Rice in midfield greens, so Zubimendi stays Regular.",scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,1,ARS,aligned,,available,none,none,eligible,,,
Arsenal,ARS,14,Eze,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout predicted attacking mid starter; not Meerkat green and shares creative band with Ødegaard/Madueke.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,1,ARS,aligned,,available,none,none,eligible,,,
Arsenal,ARS,16,Madueke,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI right-side attacker; competes with Meerkat-green Saka so not elevated beyond Regular.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,1,ARS,aligned,,available,none,none,eligible,,,
Arsenal,ARS,25,Gyökeres,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,"Scout predicted centre-forward; not Meerkat green, with Havertz as alternate No.9 option.",scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,1,ARS,aligned,,available,none,none,eligible,,,
Arsenal,ARS,18,Martinelli,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,"Scout XI left attacker; Meerkat frames Tzolis as Trossard-like replacement, so Martinelli stays Regular not Nailed.",scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,1,ARS,aligned,,available,none,none,eligible,,,
Arsenal,ARS,9,Hincapie,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,"Confirmed summer signing; Meerkat notes left-CB usage but Scout starts Calafiori, so minutes shared.",transfer_note|meerkat_nailed|scout_xi,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,1,ARS,aligned,,available,none,none,not_role_eligible,,,
Arsenal,ARS,557,Tzolis,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Confirmed £34m signing; Meerkat casts Tzolis ≈ Trossard replacement (Trossard absent from current FPL ARS roster).,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,1,ARS,aligned,,available,none,none,not_role_eligible,,,
Arsenal,ARS,26,Havertz,FWD,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Neither Meerkat green nor Scout XI; impact No.9/AM behind Gyökeres for early GW horizon.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,1,ARS,aligned,,available,none,none,not_role_eligible,,,
Aston Villa,AVL,28,Martinez,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI both confirm Martinez as undisputed Villa keeper.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,31,Konsa,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Dual-source nailed CB; Scout and Meerkat both start him in the back line.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,32,Cash,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green RB and Scout XI starter; strong early-season FPL defensive anchor.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,47,Kamara,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,medium,none,True,Meerkat green DM and Scout XI; API knee doubt at 75% chance — keep nailed role when fit.,meerkat_nailed|scout_xi|api_status,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,d,75.0,,Knee injury - 75% chance of playing,2026-07-23T12:01:23.337269Z,2,AVL,aligned,,doubt,api_doubt_gw1,medium,watch,Knee injury - 75% chance of playing,api_status,data/processed/players.parquet
Aston Villa,AVL,55,Watkins,FWD,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout lone striker; clear nailed No.9 with Abraham injured.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,34,Pau,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI lists Torres (FPL web_name Pau) as CB starter; not Meerkat green.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,36,Maatsen,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout predicted LB ahead of Digne; omitted from Meerkat greens so Regular only.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,37,Lindelöf,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI pairs Lindelöf with Kamara in midfield/defensive six; not Meerkat green.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,45,McGinn,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout attacking-mid starter; faces Manzambi/Garnacho competition after Rogers exit.,scout_xi|transfer_note,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,46,Barkley,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,"Scout XI attacking mid; Meerkat instead leans Manzambi as Rogers replacement, so not Nailed.",scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,41,Buendía,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout predicted wide/AM starter; omitted from Meerkat greens amid post-Rogers reshuffle.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,eligible,,,
Aston Villa,AVL,53,Manzambi,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,£50m signing; Meerkat says likely Rogers replace but Scout XI omits him for Barkley/Buendía/McGinn — conservative Rotation.,transfer_note|meerkat_nailed|scout_xi,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,not_role_eligible,,,
Aston Villa,AVL,54,Gomes,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,João Gomes (FPL web_name Gomes) arrived as Tielemans replacement; Scout still starts Kamara/Lindelöf pivot.,transfer_note|meerkat_nailed|scout_xi,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,not_role_eligible,,,
Aston Villa,AVL,160,Garnacho,MID,Rotation,0.4,0.25,0.35,70,20,False,high,none,False,"Confirmed Chelsea loan; Meerkat explicitly frames as bench/CL rotation, not a locked XI starter.",transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,2,AVL,aligned,,available,none,none,not_role_eligible,,,
Aston Villa,AVL,30,Digne,DEF,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Scout starts Maatsen at LB; Digne is the veteran backup/impact option.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,not_role_eligible,,,
Aston Villa,AVL,44,Bailey,MID,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Not in Scout XI or Meerkat greens; wide rotation behind Buendía/Garnacho/McGinn.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,not_role_eligible,,,
Aston Villa,AVL,42,Guessand,MID,Cameo,0.1,0.35,0.55,60,15,False,low,single_source,False,Attacking depth only; neither Scout XI nor Meerkat green for early GW starts.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,2,AVL,aligned,,available,none,none,not_role_eligible,,,
Bournemouth,BOU,57,Petrović,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI both lock Petrović as Bournemouth No.1.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,60,Hill,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Dual-source nailed CB after Senesi exit; Scout and Meerkat both start Hill.,meerkat_nailed|scout_xi|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,61,Truffert,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green LB and Scout XI starter; clear left-back preference for GW1-5.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,69,Scott,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout double-pivot starter alongside Adams.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,73,Adams,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green DM and Scout XI; core midfield with Scott while Christie suspended.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,78,Kroupi.Jr,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout attacking band; FPL web_name Kroupi.Jr matches Scout Kroupi.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,68,Tavernier,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI wide/AM starter; early-season attacking lock.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,67,Rayan,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI attacker; part of Bournemouth's locked front-three band.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,64,Smith,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout predicted RB; not Meerkat green so capped at Regular.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,62,Diakité,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI CB filling Senesi void; Meerkat notes CB need but did not green Diakité.,scout_xi|transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,3,BOU,aligned,,available,none,none,eligible,,,
Bournemouth,BOU,79,Evanilson,FWD,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout starts Evanilson, but Meerkat flags new ST Alvaro Rodriguez vs Evanilson — competition demotes to Rotation.",scout_xi|meerkat_nailed|transfer_note,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,3,BOU,aligned,,available,none,none,not_role_eligible,,,
Bournemouth,BOU,81,Rodríguez,FWD,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Confirmed £25.7m striker; Meerkat frames as competing with Evanilson for the No.9 shirt.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,3,BOU,aligned,,available,none,none,not_role_eligible,,,
Bournemouth,BOU,75,Christie,MID,Rotation,0.25,0.2,0.55,70,20,True,medium,none,False,Scout lists Christie as doubt; API suspended until 29 Aug so early GW starts reduced (override p_start).,scout_xi|api_status,https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,s,0.0,,Suspended until 29 Aug,2026-07-24T17:30:10.035483Z,3,BOU,aligned,,unavailable,api_unavailable_gw1,high,not_role_eligible,Suspended until 29 Aug,api_status,data/processed/players.parquet
Bournemouth,BOU,70,Kluivert,MID,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Neither Meerkat green nor Scout XI; attacking bench behind Tavernier/Kroupi/Rayan.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,not_role_eligible,,,
Bournemouth,BOU,71,Cook,MID,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Midfield depth behind Adams/Scott; not in Scout predicted XI.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,3,BOU,aligned,,available,none,none,not_role_eligible,,,
Bournemouth,BOU,63,Milosavljević,DEF,Cameo,0.1,0.35,0.55,60,15,False,low,single_source,False,CB depth after Senesi exit; Scout prefers Hill/Diakité pairing for early XI.,scout_xi|transfer_note,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,3,BOU,aligned,,available,none,none,not_role_eligible,,,
Brentford,BRE,82,Kelleher,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI both confirm Kelleher as Brentford No.1.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,84,Collins,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Dual-source nailed CB; Scout and Meerkat both start Collins.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,88,Kayode,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green RB and Scout XI; long-throw set-piece route supports locked starts.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,94,Schade,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI attacker; Anthony noted only as backup.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,95,O.Dango,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green Dango and Scout XI; FPL web_name O.Dango.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,106,Thiago,FWD,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout lone striker; Wilson arrives as free-transfer backup.,meerkat_nailed|scout_xi|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,85,Van den Berg,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI CB alongside Collins; not Meerkat green so Regular.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,86,Lewis-Potter,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI lists as LB; FPL codes him MID — still treated as Regular starter from Scout XI.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,102,Yarmoliuk,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout midfield starter (Yarmolyuk); FPL web_name Yarmoliuk; not Meerkat green.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,98,Janelt,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout double-pivot starter with Yarmoliuk; omitted from Meerkat greens.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,97,Jensen,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout attacking-mid starter between Dango and Schade; not Meerkat green.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,eligible,,,
Brentford,BRE,100,Carvalho,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,"Scout marks ~25% doubt; API knee injury unknown return — keep Rotation when fit, not permanent demotion.",scout_xi|api_status,https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,i,0.0,,Knee injury - Unknown return date,2026-07-23T12:01:23.400917Z,4,BRE,aligned,,unavailable,api_unavailable_gw1,high,not_role_eligible,Knee injury - Unknown return date,api_status,data/processed/players.parquet
Brentford,BRE,99,Milambo,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Scout ~25% doubt midfielder; API knee at 75% chance — Rotation when available behind Janelt/Yarmoliuk.,scout_xi|api_status,https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,d,75.0,,Knee injury - 75% chance of playing,2026-07-23T12:01:23.384798Z,4,BRE,aligned,,doubt,api_doubt_gw1,medium,not_role_eligible,Knee injury - 75% chance of playing,api_status,data/processed/players.parquet
Brentford,BRE,105,Anthony,MID,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Confirmed £15m signing; Meerkat explicitly lists Anthony as backup to Schade/Dango band.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,4,BRE,aligned,,available,none,none,not_role_eligible,,,
Brentford,BRE,93,Schuster,DEF,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,"Confirmed May signing; Meerkat lists Schuster as defensive backup, not XI contention starter.",transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,4,BRE,aligned,,available,none,none,not_role_eligible,,,
Brentford,BRE,96,Damsgaard,MID,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Creative depth outside Scout XI; competes with Jensen for advanced mid minutes.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,not_role_eligible,,,
Brentford,BRE,108,Wilson,FWD,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Free signing Callum Wilson; backup to nailed Thiago rather than early draft starter.,transfer_note|scout_xi,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,4,BRE,aligned,,available,none,none,not_role_eligible,,,
Brighton,BHA,109,Verbruggen,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI both lock Verbruggen in goal.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
